,Job Title,Company,locations,Requierd Skills,type,Job link,Job Descripttion,Logo ,Company link 
225,Junior Accountant,Quattro Trading & Services,"Sheikh Zayed, Giza, Egypt",Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Banking.css-5x9pm1{-webkit-text-decoration:none;text-decoration:none;color:inherit;max-width:calc(100vw / 2 - 32px);white-space:nowrap;overflow:hidden;text-overflow:ellipsis;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;} · Financial Accounting · accountant · Treasury Accounting · Finance · Financial Reporting · Accounting Reports · Treasury Management · Cash Management,Full Time,https://wuzzuf.net/jobs/p/bX1YEY2qyFpz-Junior-Accountant-Quattro-Trading-Services-Giza-Egypt?o=226&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Prepare checks of the beneficiary to be signed off and update them on the related system.• Arrange and finalize all transactions of cash payment forms and follow up on their settlement and closure documents.• Regularly review and update cash entrust.• Communicate with stakeholders about dues ready to be delivered.• Hand checks to vendors and suppliers in accordance with the handing checks process.• Constantly reconcile and update safe movements on the system, prepare and provide accumulative safe box reports, and maintain readiness for any safe audit.• Execute all withdrawn checks on the system according to the bank statements.• Collect, compile, and may analyze data to provide monthly and periodic reports for safe transactions.• Verify that all receivable transactions comply with financial policies and procedures.• Assist in the preparation of the year-end audit.• ",https://images.wuzzuf-data.net/files/company_logo/Quattro-Trading---Services-Egypt-8783.png,https://wuzzuf.net/jobs/careers/Quattro-Trading---Services-Egypt-8783
226,Treasury Accountant,Al monairy,"10th of Ramadan City, Cairo, Egypt",Entry Level · 1 - 3 Yrs of Exp · males_only · Accounting/Finance · Banking · Accounting · Commerce · Finance · Financial Analysis · Microsoft Office · Treasury · office,Full Time,https://wuzzuf.net/jobs/p/dhnKwJpSjxXV-Treasury-Accountant-Al-monairy-Cairo-Egypt?o=227&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Monitor Daily cash balances and Determine cash requirements needed to cover losses and payments.• Managing bank accounts, maintaining financial records performing banking operations and handling the cash management system.• Gather and compile all year-end financial data to audit figures and determine various financial trends.• Design forecasts predicting the company’s financial future and current financial trend.• Manage investment accounts and create detailed reports showing gains and losses.• Verify accounts receivable paperwork to balance accounts and ensure that all figures match payments information• ",https://images.wuzzuf-data.net/files/company_logo/Al-monairy-Egypt-15078-1572851389.jpeg,https://wuzzuf.net/jobs/careers/Al-monairy-Egypt-15078
227,Head Of Credit Control Department,MTS Logistics,"Alexandria, Egypt",Senior Management · 10+ Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Credit Control · Quality Assurance · Quality Control · Balancing · Financial Analysis · Financial Management · MS Office,Full Time,https://wuzzuf.net/jobs/p/4r8Od4XEJA8z-Head-Of-Credit-Control-Department-MTS-Logistics-Alexandria-Egypt?o=228&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Overview of the full accounts receivable process• Review Intercompany transactions and reconciliations • Ensure quality invoicing and collection procedures that comply with company’s policies & procedures• Maintain clients master data (credit & Cash clients), analyze the effectiveness of the company’s credit control system and suggest changes to improve profitability and reduce bad debts• Ensure clients remit payment on timely basis and follow-up any overdue invoices• Maintain strong relationships with clients to ensure smooth invoicing and payment process• Improve and implement debt collection processes when there are overdue invoices or payments, and negotiate repayment plans when necessary• Resolve all issues raised internally and externally around outstanding invoices• Conduct credit checks on all customer, establish and manage limits• ",https://images.wuzzuf-data.net/files/company_logo/MTS-Logistics-Egypt-53876-1588683486.jpg,https://wuzzuf.net/jobs/careers/MTS-Logistics-Egypt-53876
228,BI Developer,Perfect Presentation,"6th of October, Giza, Egypt",Experienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI · Information Technology (IT) · Computer Science · SSIS · SQL · SSRS · Oracle · OLAP,Full Time,https://wuzzuf.net/jobs/p/NBf7TPtxIAoD-BI-Developer-Perfect-Presentation-Giza-Egypt?o=229&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Translate business needs to technical specifications• Design, build and deploy BI solutions (e.g., reporting tools)• Maintain and support data analytics platforms (e.g., MicroStrategy)• Create tools to store data (e.g., OLAP cubes)• Conduct unit testing and troubleshooting• Evaluate and improve existing BI systems• Collaborate with teams to integrate systems• Develop and execute database queries and conduct analyses• Create visualizations and reports for requested projects• Develop and update technical documentation• ",https://images.wuzzuf-data.net/files/company_logo/PERFECT-PRESENTAION-Egypt-10124.png,https://wuzzuf.net/jobs/careers/PERFECT-PRESENTAION-Egypt-10124
229,Development Team Leader,egabi solutions,"Cairo, Egypt",Manager · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Banks · Design Patters · Data Structures · Algorithms · OOP · Java,Full Time,https://wuzzuf.net/jobs/p/VLWdhbaQDPJ0-Development-Team-Leader-egabi-solutions-Cairo-Egypt?o=230&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Managing 4-5 developers in terms of:• Task assignment• Task Monitoring• Providing technical support/guidance with development techniques to team members• Delivered programs code review and sanity check• Setting quarterly objectives for team members• Performing Quarterly valuation as per preset quarterly objectives• Preparing training plan for each team member and ensuring plan execution• Reviewing and approving submitted time sheets Reporting Overall tasks progress and team utilization and allocation to development head• Performing technical assessment of potential candidates• Handling the on boarding activities for new team members• Working with analysis teams and testing team on all development activities reported issues closure• Working with support team on closing any assigned support issues• Ensuring development team time sheets entry on timely basis• Participating in development design activities with product management team• Reporting all customization within development projects to product management team• Managing implementation of enhancements, change requests, and releases across multiple, competing, high-priority projects with varying deadlines• Abiding to egabiFSI development life cycle processes and templates• ",https://images.wuzzuf-data.net/files/company_logo/Egabi-Solutions-Egypt-58526-1610363360.png,https://wuzzuf.net/jobs/careers/Egabi-Solutions-Egypt-58526
230,Quality Manager,OceanAir Travels,"Cairo, Egypt",Manager · 5+ Yrs of Exp · Quality · Analysis · Business Administration · Communication skills · Management · quality · contro · English · Tourism · quality management,Full Time,https://wuzzuf.net/jobs/p/cmWZQDR7OmWw-Quality-Manager-OceanAir-Travels-Cairo-Egypt?o=231&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Complete research and/or training necessary to thoroughly understand the clients’ requirements for any tours in Egypt or other cities that may be assigned from time to another depending on the company strategy & requirements.•  Innovate detailed understanding of quality guidelines and expectations.• Develop and adhere to a quality monitoring schedule for assigned tasks to the employees. • Improve individual client feedback forms as needed and maintain accurate quality control activity records.• Ensures all KPIs are met or succeeded & all problems for KPIs that need improvement are solved.• Develop tactics and action plans to drive schedule adherence based on centralized team monitoring.• Conducts Client audits and calibrations to ensure accuracy.• Help maintain documentation on all agent tools , ensuring that all internal tools and processes are documented with current requirements.• Develop and implement new plans when needed, which may include Quality Recognition awards or programs.•  Help to manage and maintain any quality or sales contests for the Agency.• Take feedback from the customer and present it to individuals or the entire team in a direct and non-punishing manner.• Work to communicate any tour updates to the customer in a clear and timely fashion.• Provide escalation coaching and one-on-one available to employees.• ",https://images.wuzzuf-data.net/files/company_logo/OceanAir-Travel---Tourism-LLC-United-Arab-Emirates-34541-1531644676.png,https://wuzzuf.net/jobs/careers/OceanAir-Travel--amp--Tourism-LLC-Egypt-34541
231,General Accountant,Confidential,"Nasr City, Cairo, Egypt",Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · accountant · Finance · Financial Analysis · general accountant · Financial Management,Full Time,https://wuzzuf.net/jobs/p/cZ1rLdaqYyWv-General-Accountant-Cairo-Egypt?o=232&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"•Posting and processing journal entries to ensure all business transactions are recorded • •Updating accounts receivable and issue invoices •Updating accounts payable and perform reconciliations.• •Update financial data in databases to ensure that information will be accurate and immediately available when needed • •Prepare and submit weekly/monthly reports • •Prepare analysis of accounts as requested •Assist senior accountants in the preparation of monthly/yearly closings • •Verify, allocate, post and reconcile accounts payable and receivable • •Handle monthly, quarterly and annual closings • •Ensure timely bank payments. • •monitor and resolve bank issues including fee anomalies and check differences • •Compute taxes and prepare tax returns • •Communicate with Manager on work status and customer issues that arise. • •Adhere to legal and company accounting and financial guidelines • •Assist other departments such as HR and Marketing with reviewing of expenses • •Update financial data in a timely manner• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
232,Business Intelligence Analyst,WebBeds,"Nasr City, Cairo, Egypt",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · BI · Business Analysis · Data · Management · SQL · Information Technology (IT),Full Time,https://wuzzuf.net/jobs/p/GHJHSUJJKEDo-Business-Intelligence-Analyst-WebBeds-Cairo-Egypt?o=233&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Researching, developing, and implementing data-gathering methods.• Analyzing and synthesizing data.• Reporting back on your findings and suggesting solutions.• Design new data collection models to better collect information.• Perform data profiling to identify anomalies.• Collaborating with coworkers and management to implement improvements.• Evaluating the effectiveness of implemented strategies.• ",https://images.wuzzuf-data.net/files/company_logo/WebBeds-Egypt-43598-1560185840.jpg,https://wuzzuf.net/jobs/careers/WebBeds-Egypt-43598
233,Cost Accountant,MG Developments,"Nasr City, Cairo, Egypt",Experienced · 5+ Yrs of Exp · Accounting/Finance · Finance · Accounting · Cost Accounting · Cost Systems · Financial Analysis · Cost · Excel · Real Estate · Accounting Principals,Full Time,https://wuzzuf.net/jobs/p/lZJTnazXOIZD-Cost-Accountant-MG-Developments-Cairo-Egypt?o=234&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Planning, Studying, and collecting data to determine costs of business activity such as raw material purchases, inventory and labor.• Analyzing data collected and recording results• Analyzing changes in product design, raw materials, manufacturing methods or services provided, to determine effects on cost• Analyzing actual manufacturing costs and preparing periodic reports comparing standard costs to actual production costs• Recording cost information for use in controlling expenditures• Analyzing audits of costs and preparing reports• Making estimates of new and proposed product costs• Providing management with reports specifying and comparing factors affecting prices and profitability of products or services.• Maintaining Cost Accounting System• Assisting in Month end close of the General Ledger• Conducts physical inventories and monitors cycle count program• Reconciles finished goods inventories• ",https://images.wuzzuf-data.net/files/company_logo/MG-Holding-Egypt-14415-1509609228.png,https://wuzzuf.net/jobs/careers/Metawee-Group-Egypt-14415
234,Senior Internal Auditor,Confidential,"New Cairo, Cairo, Egypt",Experienced · 5 - 8 Yrs of Exp · Accounting/Finance · Auditing · CIA · Internal auditor · Accounting · Accounting Software · CPA · Finance · Financial Accounting · Financial Analysis,Full Time,https://wuzzuf.net/jobs/p/MRQacdCHbgP5-Senior-Internal-Auditor-Cairo-Egypt?o=235&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Audits the company's financial records, statements, and reports, verifying accuracy and consistency.• Audits the company’s information systems, assessing compliance with data security and storage requirements.• Reviews internal controls, policies, and procedures for effectiveness.• Drafts and presents reports of findings and analysis; identifies and recommends revisions and improvements to accounting practices and procedures.• Performs other related duties as assigned.• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
235,Cost Accountant,Rady Trans,"Ameria, Alexandria, Egypt",Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · analytical · Cost Accounting · English · ERP · Finance · Financial Analysis · MS Office · Oracle,Full Time,https://wuzzuf.net/jobs/p/KRlGhInnjKqm-Cost-Accountant-Rady-Trans-Alexandria-Egypt?o=236&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Collect cost information and maintain expense database.• Building the organization's data accumulation systems.• Determine fixed costs (salaries, rent, insurance).• Record variable costs (purchases, operations costs) according to cost center.• Preparing budget reports (for the organization and for each department separately).• Analyze and report the profit margins of the enterprise.• Assistance in closing the end of the month and the end of the year.• ",https://images.wuzzuf-data.net/files/company_logo/Rady-Trans-Egypt-6687-1502369742.png,https://wuzzuf.net/jobs/careers/Rady-Trans-Egypt-6687
236,Senior Business Intelligence Developer,Confidential,"Maadi, Cairo, Egypt",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Analysis · BI · business · Business Development · Business Intelligence · Communication skills · Computer Science · Development,Full Time,https://wuzzuf.net/jobs/p/aOifNpuFajeK-Senior-Business-Intelligence-Developer-Cairo-Egypt?o=237&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Analyze, Design, and Develop BI\Datawarehouse-related enhancements• Support BI\Datawarehouse solution performance enhancements• Support BI\Datawarehouse deployment• Perform root cause analyses for common CRM problems and create fixing plans• Support in BI solution testing, training, and adaptation• Support domain architects in capturing solution key components for Data• Enable other IT\Digital projects development• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
237,Senior Financial Analyst,willys kitchenEgypt,"Nasr City, Cairo, Egypt",Experienced · 5+ Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Analyst · Senior · Financial Analysis · CMA · CFA · CPA · Economics,Full Time,https://wuzzuf.net/jobs/p/3LU5HLhWLOg4-Senior-Financial-Analyst-willys-kitchen-Egypt-Cairo-Egypt?o=238&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Analyze financial information to produce forecasts of business, industry, and economic conditions to be used in making investment decisions.• Develop budget and cash flow management models.• Determine financial status by comparing and analyzing plans and forecasts with actual results.• Conduct regular meetings to update the budget and financial plans.• Provide information to the Group Finance Manager by assembling and summarizing data; preparing reports; making presentations of findings, analysis, and recommendations.• Accomplish finance and organization mission by completing related results.• Develop financial analysis reports.• Excellent time management and organizational ability• Ability to multitask and meet constant deadlines.• ","Not found the Logo in the page, It might be without a logo!",https://wuzzuf.net/jobs/careers/willys%20kitchen-Egypt-81768
238,General Accountant,ODEXE Architects,"Heliopolis, Cairo, Egypt",Experienced · 3+ Yrs of Exp · Accounting/Finance · Accounting · Accounting Software · Finance · Financial Analysis · Financial Management · GAAP · CMA · CPA · General Ledger,Full Time,https://wuzzuf.net/jobs/p/IjhHX1CDvVcw-General-Accountant-ODEXE-Architects-Cairo-Egypt?o=239&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Responsible for customers and suppliers accounts.• Prepare budget forecasts.• Ensure timely bank payments.• Manage all accounting transactions.• Publish financial statements in time.• Reconcile accounts payable and receivable.• Compute taxes and prepare tax returns.• Manage balance sheets and profit/loss statements.• Report on the company’s financial health and liquidity.• Audit financial transactions and documents.• Reinforce financial data confidentiality and conduct database backups when necessary.• Comply with financial policies and regulations.• Handle monthly, quarterly, and annual closings.• Recording daily works (banks reconciliation, accounts analysis, accounts payables and receivables, invoicing, etc.).• ",https://images.wuzzuf-data.net/files/company_logo/ODEXE-Architects-Egypt-56953-1600349868.png,https://wuzzuf.net/jobs/careers/ODEXE-Architects-Egypt-56953
239,Social Researcher,Confidential,"Nasr City, Cairo, Egypt",Experienced · 2 - 6 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Research · Research Analysis · Data · E-Marketing · English · Market Research · Marketing,Full Time,https://wuzzuf.net/jobs/p/ZgEuRui6WVSN-Social-Researcher-Cairo-Egypt?o=240&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Analyze research requests and define the best approach to successfully complete them.• Gather data, verify it for accuracy, and package it in a structured and easily digestible manner.• Assess existing research sources and data collection strategies, while coming up with suggestions when possible.• Clarifying the format to be used for the deliverables (Excel, Word or PowerPoint).• Reviewing and collecting information from secondary sources.• Collect and analyze data on consumer behavior, competitive landscape and local market• Interpret and forecast market trends in various industries• Generating MS-Word and PowerPoint reports in English• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
240,Finance Manager,Next Maritime,"Bab Sharq, Alexandria, Egypt",Manager · 7 - 10 Yrs of Exp · Accounting/Finance.css-5x9pm1{-webkit-text-decoration:none;text-decoration:none;color:inherit;max-width:calc(100vw / 2 - 32px);white-space:nowrap;overflow:hidden;text-overflow:ellipsis;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;} · Accounting · Finance · Financial Management · English · Financial Analysis,Full Time,https://wuzzuf.net/jobs/p/CKmZrWrIrvQf-Finance-Manager-Next-Maritime-Alexandria-Egypt?o=241&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Plan and direct all the activities for the finance department, and build a clear strategic plan for the department.• Help management to take financial decisions that comply with the company's strategy and objectives.• Manage Accounting team & functions; Responsibility for people management, distribution of work and performance standards.• Prepare reports as required by law, regulations or company policies.• Ensure compliance to applicable laws and tax procedures.• Monitor revenue and expenses; Supervise the collection, consolidation, and evaluation of financial data.• Maintain financial security by establishing internal audits.• Prepare action plans for the department ; implement productivity, quality, and customer-service standards; resolving problems; completing audits; identifying trends; determining system improvements; implementing change.• Avoid legal challenges by understanding current and proposed legislation; enforcing accounting regulations; recommending new procedures.• Follow up on all letters of guarantees & primary insurances.• Cooperate with the external auditors to facilitate their job requirement and produce accurate data• ",https://images.wuzzuf-data.net/files/company_logo/Next-Maritime-Egypt-31960-1522167255.png,https://wuzzuf.net/jobs/careers/Next-Maritime-Egypt-31960
241,Project Management Specialist,Confidential,"Nasr City, Cairo, Egypt",Experienced · 5+ Yrs of Exp · IT/Software Development · Project/Program Management · Analysis · Information Technology (IT) · Microsoft Office · Project · Project Management · Management · Computer Science · Computer Engineering,Full Time,https://wuzzuf.net/jobs/p/ebYvzUVV89Fm-Project-Management-Specialist-Cairo-Egypt?o=242&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Support in establishing Project Governance Structure• Provide Management Reports• Prioritize Projects as per Strategic Business Objectives• Plan and Schedule Resource Efficiently• Forecast and Enable Resource Capacity Planning• Streamline and Automate Processes and Workflows• Reuse Project Learning and Knowledge• Maximize Strategic & Billable Resource Utilization• Mentor and Train Project Managers• Facilitate Team Collaboration and Communication• Identify project needs and develop a detailed timeline for completion• Keep track of a project’s progress and ensure its completion before the deadline• Implement changes to teams and processes as and when needed• Collaborating with other department leaders to define, prioritize, and develop projects.• Planning project management, including setting deadlines, prioritizing tasks, and assigning team members to various deliverables.• Analyzing financial data, including project budgets, risks, and resource allocation.• Providing financial reports and budget outlines to Executives.• Overseeing the development of the project and ensuring that team members are carrying out their tasks efficiently while upholding the company's standards.• Drafting new and improving existing project management office policies and processes.• Continuously evaluating projects to ensure they are meeting company standards, adhering to budgets, and meeting deadlines.• Accurately documenting the project's creation, development, and execution as well as documenting the project's scope, budget, and justification.• Handling multiple and concurrent projects at the same time.• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
242,Enterprise Sr. Specialist (Business Analyst),B.TECH,"Nasr City, Cairo, Egypt",Experienced · 7 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering · Software Engineering · Computer Science · Information Technology (IT) · Enterprise Softwar · Enterprise Architect · ArchiMate · UML,Full Time,https://wuzzuf.net/jobs/p/30Jv0l3dYGB9-Enterprise-Sr-Specialist-Business-Analyst-B-TECH-Cairo-Egypt?o=243&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Guide IT strategically and proactively by recognizing trends, optimizing processes and pinpointing improvement opportunities.• Responsible for creating architecture models/designs (at conceptual and logical level) of large and complex systems in B.TECH with the aim to make the systems fit for business needs, sustainable and future-proof after they have been realized.• providing risk management and risk controls to programs and projects carrying out enterprise transformation and realizing large and complex systems. • Responsible for iterating and maintaining architectural models and views embodying the key principles that describe the organization's future state, and that enable its evolution.Recommend improvements to the organization’s existing gaps in business software applications.• Produce designs, including requirement analysis, technology selection• Documenting and communicating constraints, standards and guiding principles necessary to define, assure and govern the required evolution• Responsible for using architectural models and processes to facilitate changes in the organization's structure, business processes, information or data, business systems and infrastructure. Responsible for identification of key stakeholders and their engagement approach in the architecture development.• Balances longer term vision concurrently with meeting immediate needs of the organization.• Demonstrates trustworthiness, credibility and respect for others.• Responsible for stakeholders’ communication pertaining to architecture development.• Responsible for interdepartmental conflict resolution pertaining to IT Roadmap priorities, based on strategically defined prioritization principles. Design B.TECH Architecture Repository• Maintain architecture assets updates with every change. • Producing reports and composing correspondence.• Creating presentations and other management-level reports.• Create regular reports and update internal databases• Responsible for enforcement of architecture principles.• Drive and manage the architecture as the agent of change • Ensure the completeness (fitness for purpose) and integrity of the architecture through implementation projects.• Handover the guiding architectural artifacts to the project implementers, for adherence.• Work with the project management team for selecting solutions, governing projects implementation.• Research, and evaluate new software applications.• Review and discuss all technical solution designs from external vendors to ensure the needs of the B. TECH are met.• Governs solutions requirements, changes and implementations to ensure adherence to the target enterprise architecture, in collaboration with the architecture board.• Consider risk factors such as cyber hacking, breeches and business continuity to minimize exposure in the solutions and technologies across the enterprise.• Responsible for enforcement of architecture principles. • Maintain current understanding of the retail industry, its evolution trends and technology advancements.• Research and develop process improvements in dedication to continuous improvement.• Research new technologies and solutions in dedication to continuous improvement.• Responsible for the creation and implementation of B. TECH architecture’s standards, practices, and procedures.• Responsible for maintaining architecture principles. • ",https://images.wuzzuf-data.net/files/company_logo/B-Tech-Egypt-403-1645525431.png,https://wuzzuf.net/jobs/careers/B-Tech-Egypt-403
243,Internal Auditor,Drakestore,"Abu Rawash, Giza, Egypt",Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Auditing · Finance · Accounting · Financial Analysis,Full Time,https://wuzzuf.net/jobs/p/l9LiHi0673Pq-Internal-Auditor-Drakestore-Giza-Egypt?o=244&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Performing the full audit cycle including risk management and control management over operations’ effectiveness, financial reliability and compliance with all applicable directives and regulations• Determining internal audit scope and developing annual plans• Obtaining, analyzing and evaluating accounting documentation, reports, data, flowcharts etc• ",https://images.wuzzuf-data.net/files/company_logo/Drakestore-Egypt-30053-1516537990.jpg,https://wuzzuf.net/jobs/careers/Drakestore-Egypt-30053
244,General Accountant,Confidential,"6th of October, Giza, Egypt",Experienced · 5 - 7 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Management · Financial Analysis · Reporting · Financial Reporting · Software · MS Office · MS,Full Time,https://wuzzuf.net/jobs/p/xHvhKtsoL1DC-General-Accountant-Giza-Egypt?o=245&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Manage all accounting transactions• Prepare budget forecasts• Publish financial statements in time• Handle monthly, quarterly and annual closings• Reconcile accounts payable and receivable• Ensure timely bank payments• Compute taxes and prepare tax returns• Manage balance sheets and profit/loss statements• Report on the company’s financial health and liquidity• Audit financial transactions and documents• Reinforce financial data confidentiality and conduct database backups when necessary• Comply with financial policies and regulations• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
245,Accountant,EGYPT,"Sheraton, Cairo, Egypt",Experienced · 3 - 7 Yrs of Exp · Accounting/Finance · Banking · Accounting · Finance · Financial Management · Financial Analysis · Odoo ERP · Odoo System,Full Time,https://wuzzuf.net/jobs/p/ToOboV5CvIJd-Accountant-EGY-PT-Cairo-Egypt?o=246&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Documents financial transactions by entering account information.• Recommends financial actions by analyzing accounting options.• Summarizes current financial status by collecting information; preparing balance sheet, profit and loss statement, and other reports.• Substantiates financial transactions by auditing documents.• Maintains accounting controls by preparing and recommending policies and procedures.• Secures financial information by completing data base backups.• Prepares payments by verifying documentation, and requesting disbursements.• Maintains customer confidence and protects operations by keeping financial information confidential• Tax audits - internal controls - handling cash process with banks and internal safe.• ",https://images.wuzzuf-data.net/files/company_logo/182767671061b1b78aadac6.png,https://wuzzuf.net/jobs/careers/EGY-PT-Egypt-68308
246,Supplier Connectivity & Optimization Specialist,WebBeds,"Nasr City, Cairo, Egypt",Experienced · 2 - 3 Yrs of Exp · Business Development · Analyst/Research · Sales/Retail · ASP.Net Web API · Travel · Technical Analysis · XML · SQL · PowerBI · Technical Account Management,Full Time,https://wuzzuf.net/jobs/p/NzbDW2pXGvAp-Supplier-Connectivity-Optimization-Specialist-WebBeds-Cairo-Egypt?o=247&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Technical Support & Relationship Management: You will own the partner onboarding and technical optimization of key supplier accounts. Additionally, you will be the technical point of contact for diagnosing issues with supplier integrations and answering support questions from both internal and external parties.• Improve Partner Performance: You will optimize our portfolio of 3rd party suppliers through focused analysis and experimentation to help WebBeds grow. This is mainly driven by reviewing partner technical performance (including error rate, mapping, traffic), understanding the opportunities and proposing relevant solutions.• New business onboarding: You will work with the 3rd party suppliers’ team, sales managers, and technology team to integrate new 3rd party suppliers and support & maintain current integrations. You will oversee analyzing and defining the requirements, translating them into functional requirements for the development team. You will own the implementation until the 3rd party supplier has been integrated and provide ongoing support, testing and troubleshooting the integration(s).• ",https://images.wuzzuf-data.net/files/company_logo/WebBeds-Egypt-43598-1560185840.jpg,https://wuzzuf.net/jobs/careers/WebBeds-Egypt-43598
247,Chief Accountant,Confidential,"Obour City, Cairo, Egypt",Manager · 10+ Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Finance · Accounting Software · Bookkeeping · Chief Accounting · Communication · Communication skills · Computer Skills,Full Time,https://wuzzuf.net/jobs/p/W85oG4L6WcsZ-Chief-Accountant-Cairo-Egypt?o=248&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Managing and overseeing the daily operations of the accounting department• Monitoring and analyzing accounting data and produce financial reports or statements• Establishing and enforcing proper accounting methods, policies and principles• Manage and oversee the daily operations of the accounting department including: Month and end-year processAccounts payable/receivableCash receiptsGeneral ledgerPayroll and utilitiesTreasury, budgetingCash forecastingRevenue and expenditure variance analysisCapital assets reconciliationsTrust account statement reconciliations,Check runsFixed asset activityDebt activityTaxes• Month and end-year process• Accounts payable/receivable• Cash receipts• General ledger• Payroll and utilities• Treasury, budgeting• Cash forecasting• Revenue and expenditure variance analysis• Capital assets reconciliations• Trust account statement reconciliations,• Check runs• Fixed asset activity• Debt activity• Taxes• Monitor and analyze accounting data and produce financial reports or statements• Establish and enforce proper accounting methods, policies and principles• Coordinate and complete annual audits• Provide recommendations• Improve systems and procedures and initiate corrective actions• Assign projects and direct staff to ensure compliance and accuracy• Meet financial accounting objectives• Establish and maintain fiscal files and records to document transactions• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
